Claim_ID,Image_Name,Damage_Type,Image_Order
CLM000013,0074_JPEG.rf.efOypHEsVZm5NJCSwP6L.JPEG,glass_break,Rear
CLM000014,0078_JPEG.rf.eQlXwzDaDI5DSveu9j5w.JPEG,glass_break,Left
CLM000014,0083_JPEG.rf.u78FIspBYzYJ0yF5Tqjy.JPEG,smash,Right
CLM000014,0085_JPEG.rf.YhayJmLzNSsi3d9DXnTq.JPEG,glass_break,Front
CLM000014,0088_JPEG.rf.spLbHq7UIRsfDCtUawwd.JPEG,smash,Rear
CLM000015,0093_JPEG.rf.2cHdnIQ01KcaUBRfxriH.JPEG,glass_break,Rear
CLM000015,0094_JPEG.rf.gsVnAS0INxKqYCg2pafu.JPEG,smash,Left
CLM000016,0097_JPEG.rf.4DUrpsRAK3uJ7Cl3zKt5.JPEG,smash,Front
CLM000016,0108_JPEG_jpg.rf.1sazlAJuLtVdLLUZDPJs.jpg,smash,Left
CLM000017,0108_JPEG_jpg.rf.6pcE8SO32aOpMWokc0fZ.jpg,smash,Front
CLM000017,0108_JPEG_jpg.rf.7gNLa54U7fpaIx4dMsTP.jpg,smash,Rear
CLM000018,0111_JPEG.rf.Td3FCjUw9vqEbAVjLsDQ.JPEG,dent,Right
CLM000018,0113_JPEG.rf.enyHxe64ixV7t0EcZRY9.JPEG,dent,Left
CLM000019,0115_JPEG.rf.vhMqw0CnFLSHnjYHh5RG.JPEG,scratch,Front
CLM000019,0119_JPEG.rf.H5kQ6TBTZrcsT7QdvQno.JPEG,dent,Left
CLM000019,0122_JPEG.rf.BcovQ1EoFcZo5ceOhcDp.JPEG,smash,Right
CLM000019,0122_JPEG_jpg.rf.DHfUAxjYDRGCzbfkOisV.jpg,smash,Rear
CLM000020,0122_JPEG_jpg.rf.enVc82kK1qm1VEi5PRvE.jpg,smash,Right
CLM000020,0124_JPEG.rf.L7x2HnKpWYDxq6rKPLz7.JPEG,dent,Left
CLM000021,0125_JPEG.rf.lr9befklHYVLl6mMHp1C.JPEG,dent,Right
CLM000021,0126_JPEG.rf.zNojzK1nCsDB8jDj3ZVO.JPEG,dent,Left
CLM000021,0135_JPEG.rf.VEZU9YlJTcpikt8rfoLO.JPEG,smash,Rear
CLM000021,0136_JPEG.rf.EpbKZbwmVSXWkuGLeBEy.JPEG,dent,Front
CLM000022,0140_JPEG.rf.V0f2MufyUWunrLcuphxZ.JPEG,smash,Right
CLM000022,0143_jpeg.rf.0qMv5KbpnBK2qBQLK867.jpeg,dent,Front
CLM000023,0144_JPEG.rf.GCI1xMwBqvDurkBB2utC.JPEG,smash,Front
CLM000023,0146_JPEG.rf.BEWzBnhKrAHUYKyHMWM3.JPEG,dent,Left
CLM000024,0151_JPEG.rf.SFYLOXAKmPtJ31OYhZk7.JPEG,smash,Front
CLM000024,0154_JPEG.rf.JAS0pslT48K0Eq5GwMIC.JPEG,scratch,Right
CLM000024,0157_jpeg.rf.nhXp4jvOXgfL7X8wiVXE.jpeg,dent,Rear
CLM000025,0162_jpeg.rf.7AOP141GxmKFn8AR9fwo.jpeg,smash,Right
CLM000025,0163_JPEG.rf.zIELGha7s9hzEKEJooet.JPEG,smash,Rear
CLM000025,0163_JPEG_jpg.rf.eiLZ2KpnuMLgqznhvkqX.jpg,glass_break,Left
CLM000026,0163_JPEG_jpg.rf.FCxfYGWw8Iu3IU91ygo8.jpg,glass_break,Rear
CLM000026,0164_JPEG.rf.mslqQpKhmQ892YN0nqFt.JPEG,smash,Left
CLM000027,0165_JPEG_jpg.rf.qjhQVCk1Zr5um6dJ226D.jpg,smash,Right
CLM000027,0166_JPEG.rf.u0VYwQAP4rbjU6ewkhnX.JPEG,smash,Left
CLM000027,0168_JPEG.rf.rmlP5CZEFe8nrW3eFo4K.JPEG,smash,Rear
CLM000027,0170_JPEG.rf.ily2DgayAvIniNjkQIZd.JPEG,smash,Front
CLM000028,0171_JPEG.rf.e3muaQjsJa2AzEmXN14k.JPEG,smash,Left
CLM000028,0172_jpeg.rf.v6XoyEXLcIaIi2OpROEJ.jpeg,smash,Front
CLM000028,0174_JPEG.rf.xWUbJp3wpR07HLR4PvA1.JPEG,smash,Rear
CLM000029,0175_JPEG_jpg.rf.ZB5AaQj4RPQXXhFGAprM.jpg,glass_break,Rear
CLM000029,0179_JPEG_jpg.rf.xcfqdBkS4poxyfdWxt6w.jpg,glass_break,Right
CLM000030,0179_JPEG_jpg.rf.YvSHY4bypvWBY3UPJvu9.jpg,glass_break,Right
CLM000030,0181_JPEG.rf.uZcJY8fG17xWU6sfajif.JPEG,smash,Rear
CLM000030,0186_JPEG.rf.YaLnEAzgKpNVqiu3NBci.JPEG,smash,Left
CLM000031,0188_jpeg.rf.zzVDagxc1PUuFhqtlPGo.jpeg,smash,Rear
CLM000031,0191_JPEG.rf.SFUKbHVg6WNezUPW5ZHO.JPEG,smash,Front
CLM000031,0192_JPEG.rf.uVq2TY5aQ7gKsllQQ4PL.JPEG,smash,Right
CLM000031,0195_JPEG.rf.lb0879EUDtKvq8mS71Ur.JPEG,smash,Left
CLM000032,0196_JPEG.rf.QrRSvzYcrtq5vLbqlIvV.JPEG,dent,Left
CLM000032,0197_JPEG.rf.KforzVRNwIiQQ4CGXsRP.JPEG,smash,Rear
CLM000032,0198_JPEG.rf.bUYQN3jAKK3dIwo9ICKi.JPEG,dent,Right
CLM000032,0199_jpeg.rf.WmOOUb3efnd2wnkh39ai.jpeg,smash,Front
CLM000033,0204_JPEG.rf.xDngSV7c8MjNMlAbFaBI.JPEG,smash,Front
CLM000033,0205_JPEG.rf.zBFAhcpvwRelcqrUKvAv.JPEG,smash,Rear
CLM000033,0208_JPEG.rf.eqIsr12RYX6uFXru0KHx.JPEG,smash,Left
CLM000034,0209_jpeg.rf.pDrG3hSsKFwuPCBHsuh6.jpeg,smash,Left
CLM000034,0210_JPEG.rf.HiG6hlmIN5krrN4VTcRg.JPEG,smash,Right
CLM000034,0210_JPEG_jpg.rf.5XPSCNaFLxk780JTVNBf.jpg,glass_break,Rear
CLM000034,0212_JPEG.rf.MCVjnXPKYODIEC0nnmj8.JPEG,smash,Front
CLM000035,0213_JPEG.rf.Z8A83vJyOpDIwqxH9vLE.JPEG,smash,Right
CLM000035,0214_JPEG.rf.GAnYi0WYgunNUb6OYYZL.JPEG,smash,Left
CLM000035,0216_JPEG.rf.Edt7QYk8a5KTGeJoS7RI.JPEG,scratch,Rear
CLM000036,0219_JPEG.rf.sz5OB24DpfDAfsltJLzf.JPEG,smash,Left
CLM000036,0220_JPEG.rf.M6JYgNH3KIxcCLNBzjjO.JPEG,smash,Rear
CLM000036,0223_JPEG.rf.a9lq8Gc9llIAxq5LorRz.JPEG,smash,Right
CLM000036,0226_JPEG.rf.P6WyTH1irXeTCLr7GE82.JPEG,smash,Front
CLM000037,0227_JPEG.rf.gvrsgLPnI7KKUMH7bMeN.JPEG,smash,Left
CLM000037,0228_JPEG.rf.lV8hwLkUUz48Z6YhH8e6.JPEG,smash,Right
CLM000037,0230_JPEG.rf.4fMzZpQPEP2xZCtAXT5X.JPEG,smash,Front
CLM000038,0231_JPEG.rf.E0Qy82ymsN7SIvBQEwxT.JPEG,smash,Right
CLM000038,0233_JPEG.rf.Ejeqe9xtzoGSsjUVPHb0.JPEG,smash,Left
CLM000038,0235_JPEG.rf.zuzqsQVsxQh8F3zWI22F.JPEG,smash,Rear
CLM000039,0236_JPEG.rf.hR35JCCsqGmaQiUlGGNG.JPEG,dent,Right
CLM000039,0238_JPEG_jpg.rf.9BTD4Y9zyqiuq6aIczR9.jpg,smash,Rear
CLM000039,0242_JPEG.rf.Goz1tceA47i7jQ53Nh6x.JPEG,smash,Front
CLM000039,0243_JPEG.rf.l5DpKe6FIphFHZXA10Ks.JPEG,smash,Left
CLM000040,0244_JPEG.rf.MyEAqfNEWr43BgDi783J.JPEG,smash,Left
CLM000040,0245_JPEG.rf.pfdgzvbHXQsS5tveeyYi.JPEG,smash,Right
CLM000041,0247_JPEG.rf.TimOeoD00DZs8d21KkA6.JPEG,smash,Right
CLM000041,0252_JPEG.rf.URfWiBQW8Eh9zVmUdkYh.JPEG,smash,Front
CLM000041,0253_JPEG.rf.T2krBNRjVMEbCKJ08bDn.JPEG,smash,Rear
CLM000042,0260_JPEG.rf.4FkrNwVl1RdgSX7NO3yv.JPEG,smash,Front
CLM000042,0261_JPEG.rf.NQr1WGkv1zPeai26AYrg.JPEG,smash,Left
CLM000042,0262_JPEG.rf.VTEsi7vzIil7VC9ugsP9.JPEG,smash,Rear
CLM000042,0262_JPEG_jpg.rf.fxa6qnkK4xqOGC8VrHKh.jpg,smash,Right
CLM000043,0262_JPEG_jpg.rf.vc6lh44lvpzgbifKFzuH.jpg,smash,Right
CLM000043,0263_JPEG.rf.BnLZKVqaONup7qZ45W59.JPEG,dent,Front
CLM000043,0264_JPEG.rf.tYKiOeBj0fRSa4t1aYUr.JPEG,smash,Rear
CLM000043,0265_JPEG.rf.jvzDgJd89Z40Qekh3Gc3.JPEG,smash,Left
CLM000044,0267_JPEG.rf.tabgarKav5irEPzTQJvS.JPEG,smash,Front
CLM000044,0271_JPEG.rf.eerqVwf2TTweupPZpG4K.JPEG,smash,Right
CLM000044,0273_JPEG.rf.u43S3pgmoDAW8lMF3O7G.JPEG,smash,Left
CLM000045,0277_JPEG.rf.Zh9LKPOlEWzFeaJF82wc.JPEG,smash,Right
CLM000045,0278_JPEG.rf.E0vduFITrclNv5UmV56a.JPEG,smash,Left
CLM000045,0279_JPEG.rf.eZlWN4giS3I4fQtDMlrU.JPEG,dent,Front
CLM000045,0282_JPEG.rf.NmrAR5gAp0wwQFKoPBaB.JPEG,smash,Rear
CLM000046,0285_JPEG.rf.63FTYeL1pkOCdeeOkruS.JPEG,smash,Front
CLM000046,0286_JPEG.rf.gjMNU3d0qRD6JDOwuyDP.JPEG,smash,Right
CLM000047,0287_JPEG.rf.3vKF6MLVZTmwzpTzDpmQ.JPEG,smash,Left
CLM000047,0288_JPEG.rf.ZKe4gWTKl7Jg4XSCPNEF.JPEG,smash,Right
CLM000047,0293_JPEG.rf.enqH96vNgxPp6yf0zw0A.JPEG,smash,Front
CLM000048,0294_JPEG.rf.StVprIhDLxBPORlNUfA6.JPEG,smash,Front
CLM000048,0296_JPEG.rf.b8IIAE65tWuOEYfDm8h0.JPEG,dent,Right
CLM000049,0298_JPEG.rf.qadikh5PT5wRFAkAPHTd.JPEG,smash,Front
CLM000049,0299_JPEG.rf.zIWGWhDmOe9V619ryHCz.JPEG,smash,Rear
CLM000049,0301_JPEG_jpg.rf.FNTcbrU7WHPJDOcQlYWc.jpg,dent,Right
CLM000049,0301_JPEG_jpg.rf.M2DICfvAinPjCehRWe12.jpg,dent,Left
CLM000050,0302_JPEG.rf.IZvpPk5HM1mla1OtRc1N.JPEG,smash,Rear
CLM000050,0303_JPEG.rf.hqOIr7bxsxCI0wpwuCIm.JPEG,smash,Front
CLM000050,0307_JPEG.rf.sGKUki3NCkXBS1F5yGdE.JPEG,smash,Right
CLM000050,0308_JPEG.rf.iPHgEusCwvZ82Hsv2lKd.JPEG,smash,Left
CLM000051,0310_JPEG.rf.6YN80INEwiHivzIet34T.JPEG,smash,Front
CLM000051,0311_JPEG.rf.9C7GTedGHGvlS4sztIZL.JPEG,smash,Left
CLM000052,0312_JPEG.rf.6cT8X4DSZhKV6dpBtTZ7.JPEG,smash,Left
CLM000052,0318_JPEG.rf.MHvKEIKrYkG4rPW2EiIQ.JPEG,scratch,Front
CLM000052,0320_jpeg.rf.rOW8njKQM5pYuMmB0RrM.jpeg,smash,Rear
CLM000053,0324_JPEG.rf.WDicFWveHANp1A347vOP.JPEG,smash,Left
CLM000053,0328_JPEG.rf.u19UkZ0xM6XI3e4Rt36L.JPEG,smash,Front
CLM000053,0331_JPEG.rf.j62bfpqZ4XfWQOchaVjY.JPEG,scratch,Right
CLM000054,0334_JPEG.rf.ydzKWMNzOHkK1IqLfEtL.JPEG,smash,Left
CLM000054,0336_JPEG.rf.4UtL8Jh2QWGum0U6MIFb.JPEG,smash,Front
CLM000054,0339_JPEG.rf.yvoGl03Dm9UGSn3bAR87.JPEG,smash,Right
CLM000055,0340_JPEG.rf.ODK8HsvNLElqHydpxdEr.JPEG,smash,Left
CLM000055,0342_JPEG.rf.G1VPNi0ziYAXZuO7WDIv.JPEG,smash,Front
CLM000055,0345_JPEG.rf.pVUJ0pepSRZuHeHbROdq.JPEG,smash,Right
CLM000055,0346_JPEG.rf.zcM2200VsUAvtMsF2YAx.JPEG,smash,Rear
CLM000056,0347_JPEG.rf.u78x5i0Vxo7CSvHBRMFr.JPEG,smash,Front
CLM000056,0348_JPEG.rf.LOWoTY8T1GR65llBpSUO.JPEG,smash,Right
CLM000057,0349_jpeg.rf.vQXK5vgKrlPVFY4SXKsz.jpeg,smash,Rear
CLM000057,0351_JPEG.rf.ZjEGfJ2LPjBqhzWO2jKc.JPEG,scratch,Left
CLM000058,0352_JPEG.rf.Gbc5e2Uc4moc15nMPo3d.JPEG,dent,Front
CLM000058,0358_JPEG.rf.0p8OLdeuaSlZv1cugM7b.JPEG,smash,Left
CLM000059,0360_JPEG.rf.zIpoVIMYcsIumTYfxr0v.JPEG,smash,Right
CLM000059,0361_JPEG.rf.fCv6pV3BkX8FVUKpWEI6.JPEG,dent,Left
CLM000059,0362_JPEG.rf.xV9fdKta8NEyHkLjMwAH.JPEG,glass_break,Rear
CLM000060,0366_JPEG.rf.alZIS6Wz6hH8IIAQtzQ4.JPEG,smash,Rear
CLM000060,0367_JPEG.rf.28TXT7lyerIYWFtEXDQ6.JPEG,smash,Front
CLM000060,0369_JPEG.rf.buHFfTpMWP8lpAUessNW.JPEG,smash,Right
CLM000061,0370_JPEG.rf.SDa45LLlwmanXx6yC2ek.JPEG,dent,Right
CLM000061,0372_JPEG.rf.zF7OlQrLEXZ5mVTDpYQ5.JPEG,smash,Rear
CLM000061,0374_JPEG.rf.mjk2Sm1AhCUzySstF51M.JPEG,smash,Front
CLM000061,0376_JPEG.rf.9htxN2zuAYgGL37Yyjsi.JPEG,smash,Left
CLM000062,0383_jpeg.rf.dxOLE6GA6E1p2Ne7DKmk.jpeg,smash,Front
CLM000062,0385_JPEG.rf.LNiOfvFnK9Uf4delX4kY.JPEG,smash,Rear
CLM000062,0386_JPEG.rf.U6DzHQE8lA5AjZIBkqKl.JPEG,dent,Right
CLM000063,0390_JPEG.rf.21MzCSOPqn8nMHHw3ML4.JPEG,smash,Front
CLM000063,0392_JPEG.rf.5TdyBQSodtaKLlgL8pIm.JPEG,smash,Left
CLM000063,0393_JPEG.rf.XOWgT42w9MRvZY0ZyQ26.JPEG,smash,Right
CLM000064,0395_JPEG.rf.QCyz58L8aqxIRxDu5Yhs.JPEG,dent,Front
CLM000064,0397_JPEG.rf.JrVtsQrlaWPcmxxS0eue.JPEG,smash,Right
CLM000064,0398_JPEG.rf.8zZFNMQPG8gsaKqFs2XV.JPEG,smash,Rear
CLM000065,0399_JPEG.rf.6t5elp2xyCQYzOlaAWaS.JPEG,smash,Left
CLM000065,0400_JPEG.rf.cFMRMqYLkmoGllIQ6ZzK.JPEG,smash,Front
CLM000065,0401_JPEG.rf.DI27AKDyjIkDw9bu7RXU.JPEG,dent,Rear
CLM000065,0409_JPEG.rf.xNESKmgy0UB7TCohteCi.JPEG,smash,Right
CLM000066,0410_JPEG.rf.svS4d0cpQrieW0EdOhIW.JPEG,smash,Rear
CLM000066,0412_jpeg.rf.55quWfF1DyLqrkxjAWE9.jpeg,smash,Front
CLM000066,0413_JPEG.rf.sIQDYAy1VgsAixF7ZkVF.JPEG,smash,Left
CLM000066,0418_JPEG.rf.sKGkwkKkBBsw3TTAVugA.JPEG,smash,Right
CLM000067,0419_JPEG.rf.Z0i7Jg0GFqxoN27lvXws.JPEG,smash,Front
CLM000067,0422_JPEG.rf.LY0b5MZT52DwCUD4xIwD.JPEG,smash,Right
CLM000067,0424_JPEG.rf.o01OcmdVE0PZz4Mmycz5.JPEG,smash,Rear
CLM000068,0427_JPEG.rf.MAtfavuUFPJ8eOBu8sbP.JPEG,smash,Right
CLM000068,0429_JPEG.rf.K0UOr7eCrzzIuU9X4AHt.JPEG,smash,Left
CLM000068,0430_JPEG.rf.x3P0eDQdGQZwWvB12daJ.JPEG,smash,Front
CLM000069,0431_JPEG.rf.juNfdvyseLaXL2eP7tMi.JPEG,smash,Left
CLM000069,0432_JPEG.rf.8STdv8fGRCikwWDMxQXt.JPEG,smash,Front
CLM000069,0433_JPEG.rf.LktYBSDavJVJ5GbHmRmR.JPEG,smash,Right
CLM000069,0436_JPEG.rf.ZypfE9IY6dnzAi4cQafT.JPEG,smash,Rear
CLM000070,0437_JPEG.rf.IDAJMxuZD8yghkl43qxM.JPEG,smash,Right
CLM000070,0438_JPEG.rf.wxRjdYYGNEg1DbxP8bpU.JPEG,smash,Rear
CLM000070,0440_JPEG.rf.pdNvc5U1hyTvdUJKBcXg.JPEG,smash,Left
CLM000071,0443_JPEG.rf.Mkt63hV9NBIEyvaWpQE0.JPEG,smash,Front
CLM000071,0444_JPEG.rf.TB4vwKcsZDyaX4U76dxQ.JPEG,smash,Right
CLM000071,0445_JPEG.rf.SreQ7zEGXCzsHi9QbVSA.JPEG,smash,Rear
CLM000071,0448_JPEG.rf.4vOkQMj27NwDXkRRrILP.JPEG,dent,Left
CLM000072,0449_JPEG.rf.8QkKBi5xsfNoLv2H7eDM.JPEG,smash,Left
CLM000072,0450_JPEG.rf.XK0g36GyGVLs2tnul5Dc.JPEG,smash,Front
CLM000072,0451_jpeg.rf.lbp2qthcT5zPB4SRf2sz.jpeg,smash,Rear
CLM000073,0452_JPEG.rf.C0aS1X5R0hCPmq7FAJb3.JPEG,smash,Left
CLM000073,0457_JPEG.rf.PiRwcuXl2psB5UoEBj4W.JPEG,scratch,Right
CLM000073,0465_JPEG.rf.iv3iF2tHFFwG3tvo6RPU.JPEG,smash,Front
CLM000073,0468_JPEG.rf.MdUmUXBOB8dhv88Rqzbz.JPEG,dent,Rear
CLM000074,0469_JPEG.rf.SZ8hDDwteGgrQDq8QLVV.JPEG,smash,Left
CLM000074,0474_JPEG.rf.VYAwzgBjJdC8kqWAArg3.JPEG,scratch,Front
CLM000074,0475_jpeg.rf.3hmJCcf6wD52XhdmzJ41.jpeg,smash,Rear
CLM000074,0476_JPEG.rf.i8tFXv2ba5aMAmlPJLDz.JPEG,scratch,Right
CLM000075,0482_JPEG.rf.T99Zb9lAjHaYXYuWFdjS.JPEG,smash,Rear
CLM000075,0484_jpeg.rf.Ou6tUPQFKKaY4Ptf6lGh.jpeg,smash,Left
CLM000075,0487_JPEG.rf.W9mf3fiWKrtBLCBh3qBN.JPEG,smash,Right
CLM000075,0489_jpeg.rf.7mrUWRb7VfyEebR7JSus.jpeg,smash,Front
CLM000076,0491_JPEG.rf.Tb4b9a4eJuqx5npfopma.JPEG,dent,Left
CLM000076,0494_JPEG.rf.Mn4jhkWmThxNb2Fc2BDv.JPEG,smash,Front
CLM000077,0498_JPEG.rf.CcUTDX6dJaycAXbq4gFM.JPEG,smash,Rear
CLM000077,0503_JPEG.rf.EkMrPHDGrEmVd58OhewR.JPEG,dent,Front
CLM000078,0505_JPEG.rf.Vmn3WtUmWnF9Jgc5w0n7.JPEG,smash,Front
CLM000078,0506_JPEG.rf.IMLAKlatvul8au57OW59.JPEG,dent,Left
CLM000078,0509_JPEG.rf.UWBfw0G9T0FRAioNGnr2.JPEG,smash,Right
CLM000079,0513_JPEG.rf.aX7jEvqWkN6oY6CxUU8q.JPEG,smash,Left
CLM000079,0516_JPEG.rf.Wl1dgjy3fGIq6w7vzCPo.JPEG,smash,Front
CLM000079,0517_JPEG.rf.GYWKLBHbl70Y55Us0DFh.JPEG,smash,Rear
CLM000080,0520_JPEG.rf.jw56fVRk8Y9a2PISdQSC.JPEG,glass_break,Right
CLM000080,0521_JPEG.rf.r22OmEEy0jLlEiOE1H0W.JPEG,smash,Rear
CLM000080,0522_JPEG.rf.65WOpOhWubl2Irijb9hM.JPEG,smash,Left
CLM000080,0526_JPEG.rf.vwJLXprlk3oGe4RRtsrE.JPEG,smash,Front
CLM000081,0527_jpeg.rf.lZeQqUkjawaOihy43lty.jpeg,smash,Front
CLM000081,0528_JPEG.rf.YcOXRaEhKPNFDdxn9LUz.JPEG,smash,Rear
CLM000081,0529_JPEG.rf.He436eISzVTFerq7Cm0x.JPEG,smash,Left
CLM000081,0530_JPEG.rf.WxvLy7jZXYANKfmaCS04.JPEG,dent,Right
CLM000082,0532_JPEG.rf.nIEaOOrGIIX0eS6DzZ5R.JPEG,smash,Front
CLM000082,0534_JPEG.rf.L1P37EAoJ5W8S30p59eK.JPEG,dent,Right
CLM000083,05350eb93f_jpg.rf.AKBllkhhr9LEWIxXhovU.jpg,glass_break,Rear
CLM000083,05350eb93f_jpg.rf.HDnZmUNptQvJ2vKMziCi.jpg,glass_break,Front
CLM000083,05350eb93f_jpg.rf.t6rVtPXx6Sfc8M4IV7A0.jpg,glass_break,Left
CLM000084,0535_JPEG.rf.5WGzyoq3hoYxVI6aiiGJ.JPEG,smash,Front
CLM000084,0536_JPEG.rf.OPMyrINv9ninj0LB1goi.JPEG,smash,Rear
CLM000084,0538_JPEG.rf.xIhp2pbm0F5bysahe1Ut.JPEG,smash,Left
CLM000084,0540_JPEG.rf.FRblsu2CLUCJu4Nk2z7j.JPEG,smash,Right
CLM000085,0541_JPEG.rf.ljdG7aiwJBeohswIgyIx.JPEG,smash,Rear
CLM000085,0542_JPEG.rf.u34ticrkaDWmvmmw1bm8.JPEG,smash,Left
CLM000086,0545_JPEG.rf.7hJTP656isI3lvy2sxMp.JPEG,smash,Left
CLM000086,0547_JPEG.rf.U7FgFwERl2BJKDefMcxC.JPEG,smash,Right
CLM000086,0548_JPEG.rf.bWmIQ2sAL33n8Wlxncq0.JPEG,smash,Rear
CLM000086,0549_JPEG.rf.zRpbzvi8lUdhQcZHUChv.JPEG,smash,Front
CLM000087,0550_JPEG.rf.7XaUshOqJ0jqlGXweANL.JPEG,smash,Front
CLM000087,0551_JPEG.rf.beeUEIpn8jWeKRvdns2K.JPEG,dent,Left
CLM000087,0553_JPEG.rf.r9QqABPlu4ekbW4ajgNH.JPEG,smash,Rear
CLM000087,0554_JPEG.rf.f3UyR3Av77YyNMpUddTX.JPEG,smash,Right
CLM000088,0557_JPEG.rf.ed40xlFrHDNuD9reAXVU.JPEG,smash,Front
CLM000088,0558_JPEG.rf.O6uyJVlbCwPwUAFkhk7d.JPEG,smash,Left
CLM000089,0561_JPEG.rf.z2YcIQOTFqK0pfaUujRw.JPEG,smash,Front
CLM000089,0568_JPEG.rf.KD4ukXpPFzcMagXQVHMs.JPEG,smash,Left
CLM000090,0570_JPEG.rf.fwZEdJM7LQxHu0fkGPh5.JPEG,smash,Left
CLM000090,0577_JPEG.rf.uvJtEfSTMzMC4uM0WPwM.JPEG,smash,Rear
CLM000090,0580_JPEG.rf.nmbIWW3RvQEbXlCeRO0x.JPEG,smash,Front
CLM000090,0581_JPEG.rf.8wpPH5WskW2Fp2cPDkTO.JPEG,smash,Right
CLM000091,0582_JPEG.rf.ENTkvIVkHADJNx2hPT7K.JPEG,glass_break,Rear
CLM000091,0586_JPEG.rf.T0ikda66OIG1vrowmXcR.JPEG,smash,Left
CLM000092,0590_JPEG.rf.cb4JsvLnF2764PGEbXSB.JPEG,smash,Rear
CLM000092,0594_JPEG.rf.Je7kYlyBFqmXmC2h64Mq.JPEG,scratch,Right
CLM000092,0595_JPEG.rf.zruhH8XvOM7RL6NT6uUe.JPEG,smash,Left
CLM000092,0598_JPEG.rf.NiarqYjcqGxa5bcm1Z9q.JPEG,smash,Front
CLM000093,0600_JPEG.rf.i5P9eG4Cb1fN0ZlIeqwE.JPEG,smash,Rear
CLM000093,0601_JPEG.rf.2stUbT3CS3IKNAHHE8uJ.JPEG,smash,Front
CLM000093,0613_JPEG.rf.hNF9RdNZKiXbFCLE1KOg.JPEG,smash,Left
